TIPO CONTRIBUYENTE;DOCUMENTO;RIM;CONTRIBUYENTE;TELEFONO;RESULTADO;OBSERVACIONES;PREGUNTA_1;PREGUNTA_2;PREGUNTA_3;PREGUNTA_4;PREGUNTA_5;PREGUNTA_6;PARROQUIA
JURIDICO;400351898;2900046080;CELEBRATE BOULEVARD, S.A;2617936533;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;405957158;2900049856;CELEBRITY PYNK 2014, C.A.;4246295764;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;406060135;2900046930;CELL MAX, C.A.;2617431155;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;309923323;207P000123;CELLULAR DINAMIC,C.A.;2617414917;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;317045033;2900013530;CELLULAR SITE CA;4146202029;NO EXISTOSA;TLF NO VALIDO;;;;;;;MANUEL DAGNINO
JURIDICO;298178540;2900030260;CELSA, C.A.;4148620049;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;302902886;214P000166;CELULAR SHOPPING, C.A.;2617780656;EXITOSA;SIN NOVEDAD;SI;Saint;NO;ALTA;SATISFACTORIA;SERVICIO TECNICO AGIL Y EFECTIVO;RAUL LEONI
JURIDICO;302902886;2000813266;CELULAR SHOPPING, C.A.;4246669587;EXITOSA;SIN NOVEDAD;SI;Saint;NO;ALTA;SATISFACTORIA;SERVICIO TECNICO AGIL Y EFECTIVO;JUANA DE AVILA
JURIDICO;298886226;2900032806;CEMCA VIAJES Y TURISMO C.A;7831293;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70198249;2900003738;CEMENTACIONES PETROLERAS VENEZOLANAS SA;1466652431;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70134941;2000087878;CEMENTOS CATATUMBO, C.A;2617981065;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;403474672;2900043952;CENDIMAR, C.A;2617879331;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;406635928;2900049158;CENTER SERVICES TECHNOLOGIES;4146443683;EXITOSA;SIN NOVEDAD;SI;Profit Plus 2KDoce;SI;ALTA;SATISFACTORIA;ES ESTABLE, NO SE CUELGA;CACIQUE MARA
JURIDICO;313204064;2900032940;CENTRO AUDITIVO MARACAIBO C.A;7595531;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;308183288;2000814887;CENTRO CLINICO LA ESTRELLA C.A;7976192;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70318406;2000075050;CENTRO CLINICO LOS OLIVOS C.A.;2617007600;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;312761393;2900007419;CENTRO CLINICO SANTA FE, C.A.;7883282;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;309131664;2900032588;CENTRO CLINICO Y LABORATORIO LICENCIADA DEISY DE MOSQUERA, C.A.;7869211;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;407549774;7000002212;CENTRO COMERCIAL CENTRO CAMORUCO;4146665257;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70376201;7000001601;CENTRO COMERCIAL INTERNACIONAL, C.A.;2617977029;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;309155580;201R002108;CENTRO DE COMUNICACIONES LA BOTICA C.A.;2617168223;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;316544990;2900015922;CENTRO DE COPIADO LASER C.A;7231016;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;400848792;2900036743;CENTRO DE ENLACES CARIBE, C.A;2617229534;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;2574119;2900047026;CENTRO DE IDIOMAS BERLITZ DE VENEZUELA C.A.;2617516250;EXITOSA;NO ESTÁ INTERESADO;NO;;NO;;;;CHIQUINQUIRA
JURIDICO;412093894;7000001430;CENTRO DE IDIOMAS MARACAIBO, CA;2617154147;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;309147099;200P000137;CENTRO DEL REPUESTO,C.A.;2617986845;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;293586763;2900013592;CENTRO DE MATERIALES PARA EL CARPINTERO, C.A.;4146543949;NO EXISTOSA;TLF NO VALIDO;;;;;;;CACIQUE MARA
JURIDICO;308483478;2900033836;CENTRO DEPORTIVO Y RECREACIONAL LAS MERCEDES C.A;4246128834;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;402434693;2900041634;CENTRO DE UNIDADES MEDICAS CLARET, C.A;2614186823;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;402387407;2900041195;CENTRO DIAGNOSTICO Y TERAPÉUTICO DR. EDGAR URDANETA, C.A.;2617565125;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;70356588;2900008872;CENTRO EDUCATIVO PUERTO AYACUCHO, C.A.;2617213979;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;410221879;7000000592;CENTRO ESTETICO DE BELLEZA ALIENTO DE VIDA CA;4146195259;NO EXISTOSA;NO CONTESTA;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;317228472;2900033760;CENTRO ESTETICO DE MARACAIBO, C.A;42446877469;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;404148477;2900044175;CENTRO ESTETICO PARAISO C.A;2617418945;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;400176450;2900049434;CENTRO FAMILIAR CERVECERIA EL RINCON GANADERO, C.A.;4246018141;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;310656320;2900004223;CENTRO FAMILIAR VISTA HERMOSA, C.A. CENTRO HIPICO;7920848;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;310656320;2900023049;CENTRO FAMILIAR VISTA HERMOSA, C.A. LICORES VISTA HERMOSA;7867917;EXITOSA;SIN NOVEDAD;SI;Saint;SI;MEDIANA;SATISFACTORIA;ES SENCILLO DE MANEJAR;CACIQUE MARA
JURIDICO;296466912;2900022967;CENTRO FERRETERO EL ARTE C.A;2617566586;NO EXISTOSA;NO CONTESTA;;;;;;;VENANCIO PULGAR
JURIDICO;70095377;2900026759;CENTRO GALLEGO DE MARACAIBO;4143679720;NO EXISTOSA;NO CONTESTA;;;;;;;IDELFONSO VASQUEZ
JURIDICO;293777569;2900014577;CENTRO INTEGRAL DE BELLEZA, C.A.;7421739;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;309334301;208R000412;CENTRO INTEGRAL DE REFRIGERACION C.A.;7830627;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;296702659;2900023156;CENTRO MAYOR VISTA BELLA, C.A;4246754510;NO EXISTOSA;NO CONTESTA;;;;;;;CACIQUE MARA
JURIDICO;313358339;2900007859;CENTRO MEDICO CHIQUINQUIRA, C.A.;7220594;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;316421546;2900011906;CENTRO MÉDICO DE ESPECIALISTAS GIMÉNEZ LYNCH, C.A.;4146284013;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70003359;2000082649;CENTRO MEDICO DE OCCIDENTE C A;2617960411;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70330538;2000043347;CENTRO MEDICO DE OJOS DR. ENRIQUE PIÑERÚA, C.A.;4146528598;NO EXISTOSA;USUARIO ERRADO;;;;;;;SANTA LUCIA
JURIDICO;400973813;2900044715;CENTRO MEDICO DOCENTE MARIA AUXILIADORA C.A;4146190000;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;70003367;2000031351;CENTRO MEDICO DOCENTE PARAISO C A;2617401411;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;70423692;2180000108;CENTRO MEDICO LA FAMILIA C.A;7539223;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;307977590;219R000946;CENTRO MEDICO LA VICTORIA, C.A.;4146041385;EXITOSA;ESTA INTERESADO;NO;;SI;;;;CHIQUINQUIRA
JURIDICO;3315869;2000810915;CRISTAL MARACAIBO, C.A;7975390;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;313213187;2900031187;CRISTY JOYAS, C.A.;2617988128;NO EXISTOSA;TLF NO VALIDO;;;;;;;SANTA LUCIA
JURIDICO;70178701;7000001220;CRONO PROGRAMAS C. A.;4146672855;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;402877234;2900049376;CROSSFIT VZLA, C.A.;2617411764;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;85007156;2900016544;CRU-MAR, C.A.;4245363142;EXITOSA;NO ESTÁ INTERESADO;SI;NO SABE;;;;;CRISTO DE ARANZA
JURIDICO;298836326;2900030015;CUCHILLO IMPORT C.A;4146628149;NO EXISTOSA;USUARIO ERRADO;;;;;;;MANUEL DAGNINO
JURIDICO;311863290;2900000378;CUSTOMS EXPRESS, C.A;7935708;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;313840513;2900007393;C.V. DISTRIBUIDORA, C.A.;7522705;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;407214152;2900050775;C&V TOTALMOTRIZ, C.A.;4246208530;EXITOSA;NO ESTÁ INTERESADO;SI;NO SABE;SI;;;;OLEGARIO VILLALOBOS
JURIDICO;313585289;2900005091;CYCLE SHOP 2014, C.A;2617972183;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;298480491;2900034714;C Y V DISTRIBUIDORA C.A;4122399703;EXITOSA;INTERESADO;NO;;SI;;;;CHIQUINQUIRA
JURIDICO;403444811;2900045624;D2K C.A;2617230470;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;303558330;2000043942;DAI MOTORS S.A.;2617911561;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;304027478;2900013081;DAMASCO MODA C.A.;4146222100;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;302212499;2900013256;DAMAS DISENOS C.A.;2617920868;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;312727322;2900004627;DANCE MARKET C.A;4146638222;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;297484256;2900025700;DANTES C.A;4164607022;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;404166610;2900044666;DANZ PILATES STUDIO, C.A.;4147329502;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;317214242;2900041347;DASILVA Y BAGLIERII C.A;4146131513;NO EXISTOSA;TLF NO VALIDO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;2729996;2000037440;DATA POWER SERVICIO, C.A.;7511082;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;308389889;207R001899;DAVAND C.A.;4126818265;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;308486442;207P000142;DAVID S BRIDAL C.A.;2617436558;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;400663873;2900036372;DAWLAMP,C.A;4166618789;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;406486973;7000000900;DAYANA SPORT, C.A;4140676628;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;298567171;2900030315;DAYCO LA LIMPIA, C.A;2617171014;NO EXISTOSA;USUARIO ERRADO;;;;;;;RAUL LEONI
JURIDICO;296544760;2900027617;DECNACA CONSTRUCCIONES E INVERSIONES C.A;4246474411;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;314914065;2900008772;DECOMAR, C.A ( DECOMARCA);7920477;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;405481137;2900046929;DECO MODA, C.A.;4146955813;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;302435099;2000813046;DECONFERCA S.A;2617412171;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401343430;2900038225;DEGAN FOLHEADOS, C.A.;2617230392;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;405730714;7000000085;DEKASA HOGAR, C.A.;4146887620;NO EXISTOSA;APAGADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;406998842;7000000477;DEL CALOR AL SABOR CA;4122397191;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;316549828;2900012088;DELICENTER C.A;4146334906;EXITOSA;EMPRESA PEQUEÑA;SI;Saint;SI;;;;CHIQUINQUIRA
JURIDICO;403352615;2900043445;DELI GRUPO RESTAURANT, C.A.;2617984343;NO EXISTOSA;OTRO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;316185176;2900012819;DELISHOP FAST FOOD, C.A;4246207866;NO EXISTOSA;NO CONTESTA;;;;;;;RAUL LEONI
JURIDICO;307574801;202P000151;DEL LAGO INMOBILIARIOS, C.A;7938019;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;309356046;2900005872;DENTALCARE, C.A.;4146142401;NO EXISTOSA;APAGADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;402343400;2900040729;DENTAL PRO´S,C.A.;2613297626;NO EXISTOSA;APAGADO;;;;;;;CECILIO ACOSTA
JURIDICO;406875449;7000001797;DENTAL SOLUTIONS SERVICE C.A;4246852230;EXITOSA;NO ESTÁ INTERESADO;SI;NO SABE;;;;;SANTA LUCIA
JURIDICO;406319244;2900047309;DEPOFIT MARCAIBO,CA;2617400674;NO EXISTOSA;OTRO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;306770755;201R000914;DEPORTIVO MILENIUM C.A.;4246947231;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;301824598;2000036424;DEPORTIVOS 2000 CIUDAD CHINITA C.A.;2617232366;EXITOSA;NO QUIZO;;;;;;;CHIQUINQUIRA
JURIDICO;306418687;2000077530;DEPOS.DE LICORES Y AGENCIA DE FEST.EL ECLIPSE C.A.;2613242759;NO EXISTOSA;OTRO;;;;;;;SAN ISIDRO
JURIDICO;301806727;2000076634;DEPOSITO CALENDARIO C.A.;6112861;NO EXISTOSA;OTRO;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;293914655;2900016237;DEPOSITO DE LICORES 4 DE ABRIL, C.A.;4146117796;NO EXISTOSA;OTRO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;301403711;2000812030;DEPOSITO DE LICORES 5 DE JULIO CA;7883376;NO EXISTOSA;NO CONTESTA;;;;;;;CECILIO ACOSTA
JURIDICO;304766033;2000070903;DEPOSITO DE LICORES AQUI SI ES C.A;4166505934;NO EXISTOSA;USUARIO ERRADO;;;;;;;VENANCIO PULGAR
JURIDICO;70284323;2000074814;DEPOSITO DE LICORES EL COMBATE C.A.;7864263;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;308692140;2000012833;DEPOSITO DE LICORES EL GRAN SALADILLO C.A.;4146100273;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;308662860;2000077766;DEPOSITO DE LICORES EL HOYITO C.A.;4146817966;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;299017582;2900031182;DEPOSITO DE LICORES ELIGIA C.A;4269646940;NO EXISTOSA;TLF NO VALIDO;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;302751454;2170000051;DEPOSITO DE LICORES EL MONCHE PINEDA C.A;4149608837;NO EXISTOSA;OTRO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;70543850;2000063591;DEPOSITO DE LICORES EL PEPIAITO C.A;4168624219;NO EXISTOSA;TLF NO VALIDO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;295557280;2900020626;DEPOSITO DE LICORES EL RINCON C.A;4146106020;NO EXISTOSA;USUARIO ERRADO;;;;;;;VENANCIO PULGAR
JURIDICO;295557280;2900030030;DEPOSITO DE LICORES EL RINCON C.A;77657738;NO EXISTOSA;OTRO;;;;;;;VENANCIO PULGAR
JURIDICO;311882200;207P000627;DEPOSITO DE LICORES EL VENTARRON C.A.;4146337894;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;309069330;2000077730;DEPOSITO DE LICORES LA GUAJIRA C.A.;4146130809;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;70220562;2000010007;DEPOSITO DE LICORES LA SAMARITANA, S.R.L.;7220454;NO EXISTOSA;OTRO;;;;;;;SANTA LUCIA
JURIDICO;300896048;2000053012;DEPOSITO DE LICORES LEFRANSEH C.A;7148675;NO EXISTOSA;TLF NO VALIDO;;;;;;;MANUEL DAGNINO
JURIDICO;313999148;2900008607;DEPOSITO DE LICORES METRO, C.A.;2617230360;NO EXISTOSA;OTRO;;;;;;;BOLIVAR
JURIDICO;403927472;2900045413;DEPOSITO DE LICORES NEW LA SURTIDORA, C.A.;4265670783;NO EXISTOSA;TLF NO VALIDO;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;70375370;2000053895;DEPOSITO DE LICORES UNION, C.A.;4246535594;EXITOSA;INTERESADO;NO;;SI;;;;CRISTO DE ARANZA
JURIDICO;305630313;212C000041;DEPOSITO DE LICORES Y AGENCIA DE FESTEJOS 3J C.A.;2617352446;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;408399180;2900050953;DEPOSITO DE LICORES Y AGENCIA DE FESTEJOS PA QUE ISAIAS C.A;4267690804;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;296640343;2900026201;DEPOSITO DE LICORES Y VIVERES INVERSIONES PLATA, C.A.;2614225896;NO EXISTOSA;TLF NO VALIDO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;70270918;2000075099;DEPOSITOS DE LICORES EL CABALLITO PARAO, C.A.;4146969573;EXITOSA;NO ESTA AUTORIZADO;;;;;;;RAUL LEONI
JURIDICO;405071788;2900046595;DEPOSITOS INDUSTRUIALES MARACAIBO C.A.;2614175436;NO EXISTOSA;OTRO;;;;;;;TRANSEUNTE / NO ESPECIFICADO
JURIDICO;70245921;2000074010;DEPOSITO Y FESTEJOS MASEJUA, S.R.L.;7866917;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;305943605;2000814413;DERMOMED CENTRO DE SALUD CORPORAL Y FACIAL, C.A.;2617928060;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;401737420;2900040038;D´ERRICO CASUAL,C.A;4143617719;NO EXISTOSA;TLF NO VALIDO;;;;;;;JUANA DE AVILA
JURIDICO;298716037;2900030704;DESARROLLO DESLACA C.A;2617553135;NO EXISTOSA;OTRO;;;;;;;COQUIVACOA
JURIDICO;294689140;2900032047;DESARROLLO R2M C.A;4246549508;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;293900026;2900043924;DESARROLLOS EMPRESARIALES OPTICO C.A.;4146535503;EXITOSA;SIN NOVEDAD;SI;Profit Plus 2KDoce;SI;;;;CHIQUINQUIRA
JURIDICO;296589828;2900023477;DESARROLLOS HOTELEROS DEL ZULIA , C.A;2619950283;NO EXISTOSA;OTRO;;;;;;;MANUEL DAGNINO
JURIDICO;310527725;2900037990;DESIGUAL OCCIDENTE, C.A.;2617233403;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;310527725;2900037989;DESIGUAL OCCIDENTE, C.A.;2617928430;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;310527725;2900037991;DESIGUAL OCCIDENTE, C.A.;2617413545;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;2320087;2000034569;DETALES DEL LAGO C.A;2617228328;EXITOSA;VOLVER A INTENTAR;SI;;;;;;COQUIVACOA
JURIDICO;307258985;2900002802;DETALLES MARYHE, S.A.;4146117071;NO EXISTOSA;TLF NO VALIDO;;;;;;;CRISTO DE ARANZA
JURIDICO;299510580;2900030739;DE TODO EN COMPUTACION, C.A.;4146182943;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;307331810;218R000545;DEXY RIT -S SUN, C.A.;7533781;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;404487557;2900045724;D GALLETAS,C.A;2617549450;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;294625762;2900020434;DIAGNOSTICO POR ULTRA SONIDO, C.A.;4246691214;EXITOSA;EVADE IMPUESTOS;NO;;;;;;CHIQUINQUIRA
JURIDICO;311925031;203P000871;DIESEL MOTORS DEL ZULIA C.A.;4143767302;EXITOSA;NO  QUIZO ;SI;;;;;;BOLIVAR
JURIDICO;294120482;2900019351;DIGITAL KINGDOM C.A;7595427;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;408579405;2900049792;DIJICA, C.A.;4146107855;NO EXISTOSA;OTRO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;297500626;2900030918;DIMITRI Y CO DE VENEZUELA , C.A;7439169;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;400953626;2900038098;DIMSA GROUP, C.A.;2617424125;NO EXISTOSA;NO CONTESTA;;;;;;;COQUIVACOA
JURIDICO;298481315;2900031693;DIRECCION Y ADMINISTRACIÓN DE EMPRESAS 2000, S.A.;4143608783;NO EXISTOSA;NO CONTESTA;;;;;;;BOLIVAR
JURIDICO;301413946;2000063968;DISCOTECA FUENTE DE SODA Y RESTAURANT ARKOS C.A.;42466333953;NO EXISTOSA;USUARIO ERRADO;;;;;;;CECILIO ACOSTA
JURIDICO;401639186;2900039968;DISEÑO SIETE CINCO. C.A;7939697;NO EXISTOSA;TLF NO VALIDO;;;;;;;SANTA LUCIA
JURIDICO;401375103;2900042264;DISEÑOS Y FLORISTERIA MI HERENCIA DE ABRAHAM, C.A.;2614181256;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;409733440;2900052290;DISLAGO PVC, C.A;4146475222;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;314336991;2900015895;DISLUBIN, C.A.;4146202894;NO EXISTOSA;NO CONTESTA;;;;;;;MANUEL DAGNINO
JURIDICO;407416430;2900049265;DISMOLCA DISTRIBUCIONES MOLERO C.A;2617428702;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;402743718;2900043407;DISOCAN, C.A;4261154290;NO EXISTOSA;USUARIO ERRADO;;;;;;;RAUL LEONI
JURIDICO;407572962;2900048725;DISPE, C.A;4146174471;EXITOSA;SIN NOVEDAD;SI;IMPRESORA  FISCAL;SI;BAJA;EXCELENTE;ES MUY COMPLETO;CHIQUINQUIRA
JURIDICO;316228207;2900012180;DISTARYAFI DISTRIBUIDORA DE TARJETAS Y AFINES, C.A.;4162681849;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;401487602;2900044688;DISTIBUIDORA NACIONAL DE RIEGO Y BOMBAS, C.A;2619350952;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;1497099;2000033594;DIST INT LITERAT MED CA;7831694;NO EXISTOSA;OTRO;;;;;;;CHIQUINQUIRA
JURIDICO;402293097;2900041126;DISTITEX, C.A;4140674277;EXITOSA; NO SABE;SI;;;;;;BOLIVAR
JURIDICO;406911577;2900047870;DISTRI 28, C.A.;261756221;NO EXISTOSA;TLF NO VALIDO;;;;;;;CACIQUE MARA
JURIDICO;298796995;2900029808;DISTRIBAT NORTE, C.A.;4246758229;NO EXISTOSA;APAGADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;296179220;2900034884;DISTRIBAT SUR, C.A;2617555736;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;400098190;2900043015;DISTRIBUCIONES ALIANZA C.A.;4168691434;NO EXISTOSA;USUARIO ERRADO;;;;;;;CECILIO ACOSTA
JURIDICO;298013192;2900027039;DISTRIBUCIONES DE OCCIDENTE C.A;7559086;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;295389060;2900020234;DISTRIBUCIONES EN GENERAL JM. C.A;4146607213;NO EXISTOSA;NO CONTESTA;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;298279869;2900037089;DISTRIBUCIONES MIXTAS VENEZUELA,C.A.;2614182228;EXITOSA;SIN NOVEDAD;SI;Saint;NO;ALTA;EXCELENTE;SERVICIO TECNICO AGIL Y EFECTIVO;OLEGARIO VILLALOBOS
JURIDICO;305444633;203R001025;DISTRIBUCIONES MYG C.A.;4143619933;EXITOSA;NO ESTÁ INTERESADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;299139386;7000001127;DISTRIBUCIONES Y SUMINISTROS GOYO, C.A.;2617383116;EXITOSA;NO ESTA EL DUEÑO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;408878895;2900052623;DISTRIBUCION FARMALIMET, C.A;2617441383;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;411860948;7000000656;DISTRIBUCION Y SERVICIOS GENERALES GLOBALCA;2617532207;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;304810601;202P000051;DISTRIBUCION Y TRANSPORTE ALCIVIADES PORTILLO,C.A;2617230731;NO EXISTOSA;TLF NO VALIDO;;;;;;;SANTA LUCIA
JURIDICO;400902002;2900037508;DISTRIBUIDORA 1 GRES C.A;7184028;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
